class,sentence
1,RT @CommonBlackGirI: When a hoe says hi to bae http://t.co/95bBmGJiJF
1,RT @CommonWhiteGirI: don&#8217;t send me snapchats from something i wasn&#8217;t invited to you rude ass bitch
1,RT @CommonWhiteGirI: hiding your favorite snacks from your family bc you're a selfish bitch
1,RT @CommonWhiteGrl: mom why can't u just accept me for the bad bitch i am
0,RT @Comp10Tx: Lowkey called that faggot a faggot.
3,RT @Comp10Tx: Rihanna really is trash
1,RT @ComplexMorality: When someone tweets these hoes aint loyal but they laid up at the crib looking like.... http://t.co/OV5Q8lVsjn
1,RT @ConceitedNoRezn: So ike just had to punch a nigga for harassing a young lady on Ga ave and Florida Ave in nw dc #youoksis
3,RT @ConservativeLA: Let the Dem concern-trolling commence in earnest! Wagons ho!
3,RT @ConsrvativeDiva: Must-Watch: Bill Maher Schools PBS Host Charlie Rose Over Islam's 'Illiberal Beliefs' http://t.co/5pq91jxOeV
1,"RT @CookieCocaine_: Stop fuckin with a ""take me out somewhere"" type of bitch...
Get you a ""baby I cooked for you"" type of chick!! &#128525;&#9749;&#65039;&#128056;"
1,RT @Coolie_GBE300: I hate when niggas be slobin all on the blunt like they eatin pussy &amp; have the nerve to try &amp; pass it. I'm good nigga I'&#8230;
1,RT @Coolie_GBE300: I'm about to go on http://t.co/9btG26MlgU &amp; be the devil &amp; catfish some hoes.
0,"RT @Coolie_GBE300: It's 2014 &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick."
1,RT @Coolie_GBE300: When the side bitch try to approach you in public. http://t.co/GbbIob1Ots
1,RT @Coop_oz: I'm Tryna be like steez &#128175; bro got dem hoes rir
3,RT @CorbynKelly13: Found some more of my original yellow bracelets and the first person I thought of was @TannerMcDowell
1,RT @CoreyKeyz: When you find out your bae is a hoe http://t.co/sI8G1Mzpgs
1,RT @CornerBoyP: Hoes b soo lost dey forget dey hoes.....
1,RT @CoryLafon: &#8220;@Gvmby: This bitch possessed by the thot demon. https://t.co/CZTh5NhUDu&#8221;LMFAOOOOOOOOOOOO
1,RT @CoryLafon: I just wanna b a side nigga to a thick pretty faced cuffed hoe that does coke bumps garbage underground rappers n shops at p&#8230;
1,RT @CorySayFukEm: i love girls who aren't afraid to encourage or compliment the next chick.. bitches hate so much now that's it's refreshin&#8230;
3,RT @Cosabandonada: Parque de atracciones abandonado en Jap&#243;n. http://t.co/dn0JIid4f4
0,RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;
3,"RT @CouldBeEashia: @vivalamarley me waiting on you to take me to NY with you to get my nips pierced 

&#128590;&#128589;&#128105;&#128117;"
1,"RT @CountOn24: bitch you love every team but the US lol RT""@rihanna: This is the game I've been waiting for! I sincerely LOVE both of these&#8230;"
1,"RT @CounterMoonbat: Btw, Hillary is a huge supporter of the law they now admit to lying to all you stupid rubes about. She needs to be aske&#8230;"
1,"RT @CourtneySuvak_: &#8220;@Dory: ""what are you twelve""

yeah on a scale of one to ten 

bitch&#8221;"
1,"RT @CourtneyyKay: Cruising down the street in my 64, jockin the bitches, slappin the hoes"
1,RT @CraziestFreaks: When you eat the pussy so good she can't control her moans &#128523;&#128166;&#128069; http://t.co/Gumzv3iKdJ
1,RT @CraziestSex: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;
1,RT @CraziestSex: Eat her pussy and look at her like &#128540;&#128541;&#128514; http://t.co/mIgiYMGRJt
1,"RT @CraziestSex: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title&#8230;"
1,RT @CraziestSex: Sucking dick &amp; eating pussy is apart of sex. If you think it's nasty then maybe your ass is too YOUNG to be fucking in the&#8230;
1,RT @CraziestSex: hmu when you stop bein a lil bitch
1,RT @CraziestSex: hoes these days be like &#128514; http://t.co/AvlwKKD8rW
1,RT @CraziestSex: if you don't eat pussy you're childish and immature.
1,RT @CraziestSex: she killed that bitch &#128555;&#128514; http://t.co/uVS9E1gxPF
1,RT @CreationOfJay: No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant&#8230;
1,"RT @CreepGawddess: ""Uhh bitch, don't tell him ""Bless you."" when he sneeze. He got all the blessings he need with ME."" http://t.co/z4P52LbfeK"
1,RT @CreepGawddess: Having a friend that's a hoe but boring is probably depressing.
1,RT @CreepGawddess: Wait what?? RT @SoulfulBrotha: $65 a random number for some pussy.
3,"RT @CreepyScout: Bend over.

And pick up that trash."
1,RT @Crimefetish: But bitches do that too http://t.co/KWFRABGuwj
1,"RT @CrittaMo: I'm getting tired of these same ol no hope broke bitches! No job, all they wanna do is twerk and smoke Swishers"
1,RT @CrooklynxDodger: When @MeechIsDEAD said &#8220;Fast bitch I call her Bizzy (busy) cause she only bone thugs&#8221; http://t.co/qs9XUeu1VA
1,RT @CrownHer: Takes a ho bath RT @1stZodiacSign: He's terrified of water. How TF does he wash himself everyday? lol.
1,RT @Crownthatbitch: Your pussy so bomb I call it dynamite
1,RT @Cspen335: Right you are! Have you heard of the 'dodo' bird? He's the one with Obama on his ass! http://t.co/0qHypwxzYh
1,RT @CuffYoFee: I take a bitch to Houston's she better not speak to another nigga while the meal still in her digestive system
1,"RT @Cuff_no_Slut: Hate basic bitches,"
0,RT @CuhCuhCraig: Is that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: Wow u really gonna leak ou.. Nvm RT @MsJoseline: Ion need I fuc nig http:&#8230;
1,RT @CuhCuhCuh: Hoes is Hoes niggas be mad cuhz they be tryna cuff the hoes cuh
1,RT @CuhCuhCuh: I got NO love for bitches or bitch niggas cuh
1,"RT @CuhCuhCuh: When a bitch say ""I love you"" hit her wit the reverse psychology &amp; say ""do you?"" It work 70% of the time cuh the other 30% g&#8230;"
1,RT @CuhCuhCuh: bitches brag about goin to the gym and still be shaped like a patron bottle cuh
1,RT @CuhCuhCuh: bitches is twerkin on camera while they kid watchin sponge bob cuh
1,"RT @CuhCuhCuh: bitches name they make up off of instagram filters cuh this bitch was lookin like ""Rise"" the other day"
1,RT @CuhCuhCuh: bitches who smoke cigs are disgusting cuh
1,RT @CuhCuhCuh: fat bitches dont like liftin up they arms in the summer all that dampness cuh
1,RT @CuhCuhCuh: idk why skinny bitches think they got ass cuh
1,RT @CuhCuhCuh: if a bitch let me hit ill leave her CRIPpled cuh
1,RT @CuhCuhCuh: if a bitch tell you she got cheated on more than 3times its somethin wrong with that hoe cuh
1,RT @CuhCuhCuh: if the pussy not fartin u not fuccin right cuh
1,RT @CuhCuhCuh: its some sexy ugly bitches in the world cuh that ill fucc
1,RT @CuhCuhCuh: these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh
1,RT @CuhCuhCuh: white hoes still wear UGG's in hot ass weather cuh
1,RT @CumminsSamantha: LOL @ you for being a dumb bitch.
1,"RT @CurlsGoddess: Being so wrapped up in love that you stop doing well for YOU is what middle schoolers do, dumb bitch. I want just want mo&#8230;"
1,RT @CurrenSy_Spitta: All that high fashion leather gear u wearin to impress a bitch..I got at her wit a dickie shirt and some Adidas slides&#8230;
1,RT @CurrenSy_Spitta: And if a bitch can't respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly..
1,RT @CurrenSy_Spitta: Don't Neva check a real nigga....... Check a hoe
1,RT @CurrenSy_Spitta: Fuckin hoe ass Click it or ticket.....25 dollars n shit
1,RT @CurrenSy_Spitta: I never bought a bitch....
1,RT @CurrenSy_Spitta: I will not buy your bitch no red bottoms.... So don't even worry bout that cuzzo..
1,RT @CurrenSy_Spitta: Some bitches think a trucker hat automatically makes them a model.....
1,"RT @Curvables: She play Quarterback, and got a cheerleader girlfriend... YUPP this hoe more of a man than I'll ever be. http://t.co/QlUUaJl&#8230;"
1,"RT @Curvables: Teachers always assign homework like we don't have no life, bitch I gotta go home and tweet."
1,"RT @Curvables: Teachers always think they slick, bitches be subtweeting you in class and shit."
1,"RT @Curvables: This bitch arguing with my dad 
https://t.co/K0394O7Z8d"
3,RT @CuteForFall: I can't wait to wear warm fuzzy sweaters &#128525;&#9786;&#65039;&#127809;&#9749;&#65039; http://t.co/d3BlSbpryd
3,RT @CuteOverloads: baby monkey in the snow im crying &#128557;&#128018;&#10052; http://t.co/gMk5dbjaJQ
0,"RT @Cuzimdaddy_: !!! @5feet_0inches is dis wrong??? ""@_100d: If you fuck wit a lame nigga you a lame bitch"""
1,RT @CuzzinTom: If Byron Leftwich fucks as hard as he throws then he kills bitches
3,RT @CyFyre: @WesOrrJames love you too my nig #squad
1,"RT @CzarZellem: Hey Liberals,meet @SenTedCruz, future majority leader of the US Senate.Enjoy. Payback is a bitch. #p2 #stoprush #waar http:&#8230;"
1,"RT @CzarofSwag: To the retards chanting USA at the FC Dallas game, Kansas is in the USA."
3,"RT @CzickenShack: I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&#8230;"
1,"RT @D0PESHIT0NLY: Bitches be having
No job
No future
No education
&amp; have the nerve to say ""all these niggas want is pussy""
Bitch cause that&#8230;"
0,RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a clip is 4+ holy fucking tittyy shit
1,RT @DARKSKlNDRAKE: How yall hoes do instagram rates http://t.co/UUjeAXZByW
1,RT @DA_POLO_KING: @VikkiNoSecrets hoes have no life
1,RT @DAiiNUH: girls with six packs are scary..... just have a flat stomach that's hot enough.... ripped bitches are scary looking.
1,RT @DBN_kev: Cry some more RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/7s0v4pm7IB
1,RT @DBOI509: Shave pussy deserve nothing but fie head and good dick #twitterafterdark :)
1,RT @DBlockDeuce_215 My Face when bitches expect me to care http://t.co/hWnAH5bTW6
1,RT @DBlockDeuce_215: It's about that time of the year when all the Lightskin hoes who swore they was brown cuz of they summer tan come back&#8230;
3,RT @DCPlod: The paranoid fear of sharia on the right boils down to: Christian fundamentalists should be the sole oppressors and persecu ...
1,RT @DEON1093: AHAAAA DUHHRT @PAPER_CHAYSIN: These hoes are for everyone !
1,RT @DETROITSWEETS_: U gotta be retarded to skip class in college
1,RT @DFcuknAwesum: Kirk ain't nothing but a bitch #Love&amp;HipHop
1,"RT @DFkinLopes: Bruh every time a famous celebrity tweet something, the 1st person to comment is some hoe talkin bout ""slap ya dick on me d&#8230;"
1,RT @DFkinLopes: Even at a young age these hoes ain't loyal http://t.co/OMWaEd2PcJ
1,RT @DFkinLopes: If my girl get in a fight with your girl you better be ready to fade too cuz I'ma knock you out then go help my bitch stomp&#8230;
1,RT @DFkinLopes: Lying ass bitch http://t.co/vGUClaeNnt
1,RT @DFkinLopes: McDonald employees always rolling their eyes when you pay with coins like bitch you broke af too fuck you giving me attitud&#8230;
1,"RT @DFkinLopes: Me: You're a hoe
Hoe: You wasn't saying that August 12, 2014 at 7:22 PM
Me: Well you're a hoe today on October 1st 2014 at &#8230;"
1,RT @DFkinLopes: When a bitch sneezes too close to you http://t.co/Jq3p3NyeAZ
1,RT @DFkinLopes: Your room bitch RT @MackinAintCeezy Tell me somethin dirty &#128520; http://t.co/0B0PZ8J4cM
1,"RT @DGooods: Never trust a ""y'all so cute"" ass bitch &#128554; they just waiting to strike"
3,RT @DIYcookery: Godiva Chocolate Dipped Oreos &#128523; http://t.co/OSYPnadYtO
1,RT @DInHerFriends: Kanye turned a hoe into a housewife and niggas said RIP good girls forever.
1,RT @DJZeeti: If her hands and feet dirty RT @KingSimi: @DJZeeti how can you tell if a girl pussy stink before actually gettin in her pan ...
1,RT @DJZeeti: Marriage not for everyone.. Some bitches just want u to sleepover sometimes
1,RT @DJZeeti: This nigga tried to hate on me to a bitch and she told this cornball im that nigga http://t.co/CJfz9DaUYL
1,RT @DJZeeti: i couldnt host 106 and park .. i'd fuck too many young bitches
1,RT @DJZeeti: my bitch a choosy lover
1,"RT @DJZeeti: niggas tweet about wanting a ""good girl"" while giving ""hoes"" attention ALL day"
1,RT @DJ_Cellophane: oomf pussy probably taste like the Krabby patty secret formula.
1,RT @DJ_Leezy: @TheKaosYatti @JMuggaaa bitch ya mom take it in the ass for the light bill bitch &#128514;
1,RT @DJ_Leezy: @TheKaosYatti @JMuggaaa ya mom lick ass for Christmas gifts bitch lol
1,"RT @DJ_MARVZ: Chris brown got no chill button..... Why sell a bitch out on social media tho? Like not even a subliminal, buddy took time to&#8230;"
1,"RT @DJsir_freshley: &#127919;&#127919;&#127919;RT @GuruJeremy Bitches are only ""moral"" when it comes to sex... when it's convenient for them. Otherwise they hoe th&#8230;"
3,RT @DNAinfoCHI: The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds http://&#8230;
0,RT @DRNRDX: @BrandonFxrd you're not safe pussy boy looooool http://t.co/TocJ1WxRYK
3,RT @DRUDGE_REPORT: Shy bladder group protests Rob Lowe DIRECTV ad... http://t.co/d5YxglIoKL
1,RT @DS_Arrogance: Hahaha these niggas funny ask&#128128;&#128128;&#128128;RT&#8220;@1BookieG: @DS_Arrogance @HG_Shit I bet I can pull at lease 3 bitches with them &#128514;&#128514;&#8221;
1,"RT @DTAVohn269: Best said by @iSpeakMut ""there's a storm brewing bitch"" lmao"
1,"RT @D_41395: And I aint got time for bitches , gotta keep my mind on my mothafuckin riches"
1,"RT @D_41395: Wake up like fuck my life, life's a bitch but she better fuck me right"
1,RT @D_Sidbury_: &#8220;@WSFights: if the purge come to my city ima be like http://t.co/NDM5dysLcf&#8221;&#128514;&#128557;&#128514;&#128514;this bitch is active as shit! &#128514;&#128557;&#128514;&#128514;
3,"RT @D_Sidbury_: &#8220;@lookwhogotit: All of Kate Upton's leaked nudes today &amp; more &#128525;

&#11015;&#65039;
http://t.co/BW7ldA56mI http://t.co/sWztntfdGn&#8221; bitch lo&#8230;"
1,RT @DaBXkIdDjoE: Bunch of insecure bitches out here
3,RT @DaCoolestLame: Yo BCU band made UCF band look like trash
1,"RT @DaDonherself_: Niggas will fuck over a pretty girl w her head on right , for a ho who only got 3 pair of good panties &#128514;&#9996;&#65039; ."
1,RT @DaFuckinUnicorn: swag swag swag bitch moooob
3,RT @DaMcGrizzlyBear: the ghetto if UD wins tonight: http://t.co/PkZmkn2WKo
1,RT @DaMeatIsThicke: How you invite me over to fuck but I can smell yo pussy from across the room??? Man ain't that dinner she cook then bou&#8230;
1,RT @DaOfficialPRIME: &#128514; &#128514;RT @WestSideFlee: How you gone wife a bitch that let niggas lick on her head in public?
1,RT @DaReaLNano1900: Finding a female w/o a hoe record is like tryna find a nigga w/o a felony.
1,RT @DaRealDip: A bitch can look like a million dollars wit sum garbage ass pussy
1,RT @DaRealDip: I hate wen a bitch fart den be like uughh uuuu farted...no bitch clearly u did ill let a mfa kno wen im fin to
1,"RT @DaRealKha: ""I'm sorry but side bitches better than a wife in this era...check the stats B lol"""
1,RT @DaSmacker: Mariners said moms 21 and over get free ball caps on mothers day. Basically all you young hoes with kids don't get one lol
0,"RT @DaTbOySmOkEyy: Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol"
1,RT @DaUnfuqwitable1: Yawl chicks love being SIDE BITCHES &#128553;&#128553; bitches now days be having dreams &amp; aspirations of being a STEP MOM &#128514;&#128514;&#128514;
3,"RT @DabGodBaby: But only BBC, the American version is trash"
1,RT @Dadude1914: &#128073;&#128073;&#128073;&#128073;RT @AskWhy05: Karlie acting like she not a hoe.... She been wit 3 of the niggas on just this show plus two guest appear&#8230;
1,RT @DaeDeezyy: ion ask nobody for SHIT . ever . never have a problem doing shit fa people neither but damn can a bitch get a thank you ?
1,RT @DailyRapFacts: .@YG is the voice behind @DJmustard&#8217;s &#8220;Mustard on the beat hoe
1,RT @DailySexSupply: This how all the hoes gonna be like tonight&#128514;&#128514;&#128514; http://t.co/kVIOAiEpcB
1,"RT @Daily_Dip: ""And I ain't trippin' on nothin', I'm dippin' on somethin', and my homeboy say he got a bad bitch for me tonight"" #LilWay ..."
3,"RT @DalaiLamaPosts: Even though a bird can fly, it must land on earth."
3,RT @Dalilaaaaaa__: Flappy birds cheat codes http://t.co/nu6GjYQDJJ
3,RT @DameStr8Cash: @JaeTips I know that's trash
1,"RT @Damiah_daddyx3: Lmao, I fucks with @HaveMercyyy &amp; @KaliKushDoll_ real talk, them bitches know how to have FUN!"
1,RT @DamianSHughes: &#8220;@G_Verch: Damn I hate being a huge pussy&#8221;
1,"RT @DamierGenesis: ""had all the bitches on MySpace going nuts...."""
3,"RT @DamierGenesis: i live for street glory and I die for ghetto fame. respect all, fear none my pride is everything...."
3,RT @DamnFoodPorn: Oreo Cookie Pancakes #FoodPorn http://t.co/q6EvCvM3sO
1,"RT @DamnitCorn: ""Chunky girl seeks Studly man for nasty sex"" in my head I was like ""this bitch may have well emailed me directly for this s&#8230;"
1,RT @DamnitCorn: THIS SHIT IS LIKE 45 minutes away and it's 1 AM so clearly I am in desperate need of some pussy bruh! So I pull up to this &#8230;
1,"RT @DamnitCorn: This bitch does so begrudgingly as fuck. Was like""man up you a big bad man crying like a bitch."""
1,RT @DamonIWantYou: #TVD and #Theoriginals is the shows bad ass Vampires turn into spineless pussy's and little OOC bitches
1,"RT @DamondDAWG: ""Peek a boo bitch, swag scare ya kids"" RT @Now_Thats_Fresh: What's Tyga's worst bar? #TygaBars"""
1,"RT @DanBilzerian: Apple, your new iPhone software is shit, maybe I'll sue u cunts &amp; request damages based on the pussy Ive missed out on b/&#8230;"
1,"RT @DanBilzerian: My boy is obviously gonna be slaying all the pussy tonight, dressed as a ninja turtle http://t.co/su2HNFq6S8"
1,"RT @DanDanManlyMan: @00sexilexi00 Swiggety swag, I love you too fag"
3,RT @DanHarrison1985: &#128514; RT @CecilHurt: Charlie Strong got down to the 53-man roster nearly as quickly as Texans did
1,RT @Dan_OSU_Hashtag: You ever look at a bitch and just be like... Bitch
3,RT @DanaPerino: Was just handed this on my flight. Must be in good hands on this bird! http://t.co/7vJwDCdTxV
1,RT @DanielBiltmore: Basic bitches &gt; basic cable
3,RT @DanielGennaoui: A bird that courts females by building a beautiful nest with bright objects: http://t.co/gi2rRlGRo6 &#8230; #wildlife http://&#8230;
1,"RT @DanielMtz1997: 20 rts I'll go down there and say ""fuck er right in the pussy"" &#128514;&#128514;&#128514;&#128514;&#128514; http://t.co/RZFhAbWTSv"
1,"RT @DankyChan88: Dumb bitches broke my tv, went to wal mart fucked up... Wokeup with a smart tv lol"
1,RT @DannyDeVito: Wisconsin IASIP nice work bitches!
3,"RT @DannyTanner: highest score on flappy bird, cant be beat http://t.co/I2qgsWiPDC"
1,RT @DaraUnn: @joshuataddac I haven't slapped a bitch in two weeks
3,RT @DariusJulion: that movie was trash
1,"RT @DarkskinObama: Roses are red
Violets are blue
I just fucked yo bitch
.....but nigga do you..."
1,RT @DarlinCory: Making homemade pickles and working on a funny tweet about pussy. I am going to make a great old lady!
1,"RT @DarrionDaDon_: Kobe: ""That's why yo man want me hoe"" 
guy holding his face: ""Omgod kobeshia shut up"" &#128514;&#128514;&#128514;http://t.co/2BfbfBVlVA"
1,RT @DarrionMarz: pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga with &#8230;
3,"RT @DarthPutinKGB: Today in 1996 Charlie Wilson left office. ""Should be ranked alongside Lech Wa&#322;&#281;sa for his role in defeating communism"". &#8230;"
3,RT @DarthVenn: So this is the woman who was a bird then turned into a woman from the sky in Nigeria. http://t.co/34DcwJkVeF
1,"RT @Darth_Alk: @Baqotivity @ShinSnipes You're tweeting at the cringiest people in Darth here. And Dana is our bitch lmao, she follows our r&#8230;"
1,RT @Dasianah_: The most ghetto bitches be pregnant a/f smh poor kids! &#128531;
1,"RT @DatDudeTorey: &#8220;@Aj_Swagggg: That ""boss ass bitch"" song got basics thinking they're models lmao #knowyourplace&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;"
1,"RT @DatDudeTorey: Aw damn, Haven't hug a bitch in a while."
1,RT @DatNigPriest: @1BookieG not all of us my nig! I'm light skin with a dark skin mentality lol. We all black
1,RT @DatNiggaVegeta: DEFINITION OF REAL &#8220;@mikeymageee: @DatNiggaVegeta Except you bruh you let bitch ass babidi turn on your niggas fam&#8221; htt&#8230;
1,RT @Dathighyellaguy: Dem hoes who swear their pussy priceless but u sell ass all day &#128533;
1,"RT @DatingTrick: As a girlfriend, you have to accept the fact hoes are gonna be all up in his face. But as a boyfriend, he better let them &#8230;"
1,"RT @Dats_JayGrant: You can't be like ""Let me miss ya sometimes"" bitches take it overboard and shit, I said give me time to miss yo ass not &#8230;"
3,"RT @DavidBCohen1: Will Coakley go 0-2 in ""can't lose"" races? RT @seanspicer: wow, just wow -- @BostonGlobe : Charlie Baker for Governor htt&#8230;"
1,RT @DawnGoodspeed: Honestly I kind of get offended when people ask me if my eyelashes are fake. Fake eyelashes aren't this long bitches. &#9995;&#128129;
1,RT @Day_CantKeepUp: These hoes be dying for attention &#128564;&#128564;&#128564;
1,RT @Dayma_micaela: I want a baby but im young and retarded so no
3,"RT @Dceni33: Not the ""farewell tour's"" fault everyone but three players underachieved for the Yankees this year."
1,RT @Dcowboys2188: I love dez but right now he's trash right now weeden there's others that are open
1,RT @DeAdJAkE: Shermans all bark and no bite fuck that bitch
1,RT @DeLaIslaaa_: Get real & fucking fight or don't play me. I don't play with pussy ass niggas.
1,RT @DeRayDavis: There is no cure for Ratchet. It has to run its course in these bitches.
1,"RT @Deadcollision: ""Go talk to your other hoes"" http://t.co/1H08FxpkKq"
3,RT @Deadspin: Colombia supporter reminds us the double bird is a universal language http://t.co/JeUT1IsQ1f
1,RT @DearAwkward: That awkward moment when you hold the door for someone and they use the door next to it.. Like bitch you better back th ...
1,RT @DearLeader10: You value yourself because someone gave you a title. I value myself because bitch I'm clutch. I win.
1,RT @DedePayton: All hoes are friendly. Althea wants to say hi.
1,RT @DedePayton: On the low RT @mzlola_bunny: They're really looking for the next bitch to smash
1,RT @DeeJay138: In some pussy?? Nah work is the best place to be in this weather.
1,"RT @DeeMayweather: Brees you need a black hoe, who cheating on her man that work offshore, that would fuck you while the baby in the bed w&#8230;"
1,RT @DeePaPi1800: That outside dick keep dem hoes sick...
1,RT @Dee_InsideYou: Team no hoes &#128514;&#128076;
1,RT @Deemazz_70: @JMcCown11 got all the bitches http://t.co/A3gF4iAPS9
1,RT @DeepInHerGut: Anything said bout my moms b would of led to a bitch getting stone cold stunner
1,RT @Deezy_2Times: Aint got time for no mufuckin fake friends smoke weed fuck hoes nigga drank gin
0,"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me."
0,RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.
1,"RT @DejaHiott: Fuckin ignorant ass niggas. Don't dm me a video of you counting money n say ""why u so stuck up"" bitch...&#128528;"
3,RT @DennisssBeauty: @VivaLaZulema looked like Princess Bella in that yellow dress&#128120;&#128120;
1,RT @DeolaCola: They don't make R&amp;B like THIS anymore!!!!!!! Dudes used to make you feel good about busting it wide open not call you a hoe &#8230;
3,RT @DepressedDarth: Star Wars meets Charlie Brown http://t.co/m9uNRz6SYR
1,RT @DerekIsNormal: A bitch is wearing a scarf today! I loves me a scarf.
1,RT @DerekPayne_: I know you're gonna stalk my tweets so just know that you're a dumb fucking bitch!
1,RT @Derekisom: Making this first day my bitch
1,RT @DerrickJaxn: Feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent
1,"RT @DerrickJaxn: I can't take any girl serious that refers to herself as a ""bitch"" or the guys she dates as ""these niggas""."
1,RT @Desean_96: &#8220;@1BookieG: I just fucked the life out this bitch! &#128514;&#128514;&#128514;&#128164;&#8221;&#128514;&#128514;&#128514;
0,RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol&#8230;
0,RT @DestroTheNoble: I don't support that ya idiot. And if I'm a teabagger you're being teabagged. #OpenWide @nekolin @1SleepingGiant
1,"RT @DevinEleven_: hey slim, thats my girlfriend screaming in the trunk. But i didn't slit her throat, i just tied her up ! See i ain't like&#8230;"
1,RT @Devon_Toppin2: fuck a bitch we never loved a thot
1,RT @DevyDevBlack: Yung Berg trying to fuck all these hoes.
1,RT @Dewis14: @H_ToTheOV @dbrad_80 @Coleduff24 @Peckadelic @bgulll1611 you're all pussies. Only men throw whammers in their assholes
1,"RT @DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/a1SDHBY8XT"
1,"RT @DezzzyBo: I want attention yet she's on twitter talking about getting somebodies dick wet tonight and what her tongue does, deez hoes g&#8230;"
1,RT @Dhet_Btchh: Hoes really be having built up animosity towards you for no reason. Like what's your problem bitch? Fill me in cuz I'm lost&#128554;
1,"RT @Dhoopin32: How other mfs tell me gm Damn Near every mornin , an my bitch don't even tell me Gm an she be wide TF awoke &#128530; wtf type shit &#8230;"
1,RT @Dhoopin32: When my bitches call me daddy &#128553;&#128525;&#128536;
1,RT @DiandraSaysSo: &#8220;@itzbreak: like you have to be borderline retarded not to see andre 3000's elite skill level for example.&#8221; Yep! This go&#8230;
1,"RT @DiggaBITCH: That pussy &#128572;keep calling me, gettin me in trouble"
1,"RT @DignifiedPurity: @TonyGoldwyn you could have helped Mellie, you revolving door-shaped head ho. You aren't quiet when you're balls deep &#8230;"
1,RT @DignifiedPurity: I've been at work chuckling at that time @DerekIsNormal said not revealing your age keeps the pussy fresh. &#128514;&#128557;&#128557;&#128557;&#128514;
1,RT @DinO_off_AD: Them hoes come them hoes go it's a revolving cycle &#128080;
1,RT @DineroLoco_Bo: If a nigga fuck my bitch dats on ha cat .. but ima leave yu alone fa being trifling
1,RT @Dino_FooL: Ima catfish a bitch with fake arms
1,RT @Dino_FooL: Y'all ever just been having a normal day and your mind plays a horrible trick on you and give you a whiff of some good pussy&#8230;
1,RT @DipOnline I be closing my eyes and shit sometimes so bitches be able to sneak a quick nipple lick in.. But she ain't going ham on me yo
1,RT @DipOnline If K Michelle was apart of Baltimore twitter she'd be one of them hoes saying she's celibate smh
1,"RT @Dipset_Kenn: RT @ToneThaMan55: RT @PAPER_CHAYSIN: I love money fuc a bitch I won't stress myself , and I keep my mouth closed cuz I can&#8230;"
1,RT @Dirrttyydan: Chi ain't no bitch then you got them Assyrian kings on California and Peterson &#128081;&#128081;
1,RT @DirtyEaffiliate: U can't turn a hoe into a housewife hashtag tupac
1,RT @DivaMonRoe2uHoE: Fuck candy. Eat pussy. &#128527;
0,RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;
3,RT @DjChubbESwagg: &#8220;@jemelehill: ::faints:: RT @desusnice: She has no idea how many of her resumes went straight to the trash http://t.co/D&#8230;
1,RT @DjXvX: Karma is a bitch .... &#128524;
1,RT @Doctor_Johnson_: You can't appreciate a woman if you're entertaining hoes.
3,RT @DoctoroftheDead: @Jackson_D_Chase @violet_berry_ You realize I&#8217;m going to have to get out all those #horror and other poems I wrote abo&#8230;
3,"RT @Dodgers: ""Gracias por jugar con el corazon, ahora a ganarle a los Yankees."" -@TommyLasorda http://t.co/3FYTvuzNZB"
1,"RT @Doestaxxx: Stop fuckin jail birds. RT""@__BRAT_: Niggas that's that serious about ass play scare me. That shit so sus"""
1,RT @DogBountyHunter: @WarMachine170 Hey Boy This half breed Chiricahua Apache is on YOUR ASS #Eatmytazer !!
3,"RT @DogeTheDog: Wow
 Such banana
 So potassium 
 Much yellow http://t.co/xINHDwyTqS"
1,RT @DomBeets: Don't be afraid to let your feelings show. Unless you're a bitch.
1,RT @DomBeets: I wish someone would make a song about how these hoes ain't loyal
3,RT @DomWorldPeace: Teixeira on point tonight. #Yankees
